Name,Age,Nominating party,Political party,Votes 2006,Percentual gain 2006,Ballot rank,Final rank,Mandate
Vosečková Irena Ing.,45,KDU-ČSL,KDU-ČSL,1280.0,2.49,25,-,-
Voxa Karel,51,SNK ED,BEZPP,404.0,2.0,33,-,-
Vrabcová Diana,23,SNK ED,BEZPP,428.0,2.12,26,-,-
Vrablic Josef,37,ČSSD,ČSSD,4623.0,2.67,21,14,-
Vrbica Tomáš MUDr.,33,ODS,ODS,13309.0,2.74,14,14,*
Vrobel Vladimír,57,KSČM,KSČM,3867.0,2.65,26,21,-
Všetečka Jiří JUDr.,43,VPM,VPM,3057.0,3.27,3,3,-
Vychodil Leo Ing.,38,VPM,BEZPP,2215.0,2.37,24,21,-
Wildt Petr JUDr. Ph.D.,43,ODS,ODS,13152.0,2.71,22,3,-
Zachová Tereza,20,SZ,BEZPP,898.0,2.0,35,-,-
Zasadilová Jindřiška,54,"""KČ""",BEZPP,128.0,13.1,7,-,-
Zeman Ladislav Mgr.,56,VPM,BEZPP,3620.0,3.87,8,2,*
Zezulák Ondřej Ing.,29,US-DEU,US-DEU,547.0,3.69,8,-,-
Zídková Lenka Ing.arch.,53,ODS,ODS,13671.0,2.81,6,7,*
Zindulka Roman,41,ODS,ODS,12366.0,2.55,32,13,-
Zítková Miloslava MUDr.,52,NK,BEZPP,2908.0,3.33,6,1,-
Zlobický Ivo,52,SZ,BEZPP,1078.0,2.4,27,-,-
Zlobický Jan,18,NK,BEZPP,315.0,2.51,13,-,-
Žďánský Petr RNDr. CSc.,64,ČSSD,ČSSD,5022.0,2.9,8,1,-
Žitná Irena,62,SNK ED,BEZPP,445.0,2.2,21,-,-
Žižka Josef,26,SZ,BEZPP,1073.0,2.39,25,-,-
Žouželková Michala,22,NK,BEZPP,348.0,2.34,19,-,-
