Name,Age,Nominating party,Political party,Votes 2010,Percentual gain 2010,Ballot rank,Final rank,Mandate
Trkalová Nikola,19,KSČM,BEZPP,3812.0,2.73,14,9,-
Tučková Markéta Mgr.,28,VPM,BEZPP,2613.0,2.41,20,16,-
Tůma Daniel Ing.,35,ODS,ODS,5289.0,2.79,5,2,-
Tylš Radomír Ing.,61,ODS,ODS,5166.0,2.72,16,10,-
Uhlíř Jaroslav Ing. arch.,80,VV,BEZPP,1135.0,2.73,20,-,-
Uhlíř Richard Bc.,28,TOP 09,TOP 09,2538.0,1.95,36,32,-
Uhlíř Tomáš Mgr.,61,TOP 09,TOP 09,3349.0,2.57,21,17,-
Urban Arnošt JUDr.,55,NK,BEZPP,4952.0,3.3,2,5,*
Urminský Miroslav,61,ODS,ODS,4960.0,2.61,20,14,-
Vacek Jan Ing.,32,TOP 09,TOP 09,3215.0,2.47,28,24,-
Vacek Lukáš,24,VV,BEZPP,1000.0,2.41,27,-,-
Vachata Jan RNDr.,54,VPM,BEZPP,2757.0,2.54,28,24,-
Valenta Josef JUDr.,78,Suveren.,BEZPP,685.0,2.59,12,-,-
Vaněk Jaroslav,57,KSČM,KSČM,3618.0,2.59,30,25,-
Vanžura Václav,63,KSČM,KSČM,3553.0,2.54,33,28,-
Vašata Václav Ing.,38,VV,BEZPP,1271.0,3.06,12,-,-
Vašata Václav Ing.,67,ČSSD,ČSSD,6517.0,2.81,11,3,-
Vašata Zdeněk Ing. arch.,80,ČSSD,ČSSD,6371.0,2.74,16,8,-
Vavřínek Miloš,51,ČSSD,ČSSD,6391.0,2.75,13,5,-
Vedlich Jindřich PaedDr. Ph.D.,44,TOP 09,TOP 09,4878.0,3.75,2,1,*
Venclová Zdenka,55,Suveren.,BEZPP,659.0,2.49,31,-,-
Vernerová Petra,38,NK,BEZPP,1993.0,2.17,31,28,-
Vincent Oldřich MUDr.,33,VV,BEZPP,1056.0,2.54,36,-,-
Vít Oldřich Ing.,34,KDU-ČSL,BEZPP,1747.0,2.31,27,25,-
Vítková Jitka,43,ČSSD,ČSSD,6590.0,2.84,14,6,-
Vlasák Oldřich Ing.,54,ODS,ODS,6202.0,3.27,7,2,*
Vodochodský Ivan,47,VPM,BEZPP,3559.0,3.28,8,4,*
Vohralíková Miroslava PhDr.,57,KSČM,KSČM,3990.0,2.85,11,6,-
Vojáček Jiří Mgr.,44,KDU-ČSL,BEZPP,2470.0,3.27,8,4,-
Vojta Petr,35,EDS,BEZPP,122.0,4.47,15,-,-
Vojtová Martina,26,EDS,BEZPP,111.0,4.07,14,-,-
Volejník Miroslav Mgr.,40,NK,BEZPP,3961.0,2.64,27,22,-
Vondra Stanislav,63,KSČM,KSČM,3663.0,2.62,21,16,-
Vondruška Richard MUDr.,27,NK,BEZPP,1732.0,1.88,36,33,-
Vošoust Petr,39,TOP 09,TOP 09,3911.0,3.0,4,5,-
Vrbacká Ivana,35,ODS,ODS,4032.0,2.12,36,30,-
Vrbica Tomáš MUDr.,37,ODS,ODS,5323.0,2.81,12,6,-
Vrobel Vladimír,61,KSČM,KSČM,3643.0,2.61,25,20,-
Všetečka Jiří JUDr.,47,VPM,VPM,3291.0,3.03,4,5,-
Vyčichlo Štěpán Ing.,29,Svobodní,BEZPP,470.0,4.13,8,-,-
Vychopeň Tomáš,42,VPM,BEZPP,2081.0,1.92,36,32,-
Wieulzoeufová Eva,58,ČSSD,ČSSD,5509.0,2.37,35,27,-
Wolfová Marcela,36,NK,BEZPP,3110.0,3.38,2,4,-
Zadrobílek Pavel Ing. arch.,40,VPM,BEZPP,2936.0,2.71,25,21,-
Zajíc Jiří MUDr.,48,NK,BEZPP,3032.0,3.3,13,5,-
Záň František,43,Svobodní,BEZPP,361.0,3.17,15,-,-
Záruba Adam Ing. Ph.D.,31,NK,BEZPP,3670.0,3.99,1,1,*
Zbořil Ivo Bc.,29,ODS,ODS,5034.0,2.65,21,15,-
Zechovský Jan Ing.,30,VV,VV,1328.0,3.2,3,-,-
Zelený Richard,55,ČSSD,ČSSD,6362.0,2.74,15,7,-
Zídková Lenka Ing. arch.,57,ODS,ODS,5676.0,2.99,6,6,*
Zídková Miloslava MUDr.,56,NK,BEZPP,4729.0,3.15,6,3,-
Zikmundová Lucie Ing.,28,Suveren.,BEZPP,734.0,2.77,14,-,-
Zimmerová Soňa,37,Svobodní,BEZPP,501.0,4.41,4,-,-
Zirnsák Jiří DiS.,25,EDS,BEZPP,144.0,5.28,3,-,-
Zolman Zdeněk,34,TOP 09,BEZPP,3588.0,2.76,19,15,-
Zoubek Petr Mgr.,34,VV,BEZPP,1216.0,2.93,5,-,-
Zumrová Jana Bc.,37,VV,BEZPP,966.0,2.32,37,-,-
Žák Libor DiS.,35,ČSSD,ČSSD,6545.0,2.82,5,5,*
Žďánský Petr RNDr. CSc.,68,ČSSD,ČSSD,6704.0,2.89,9,1,-
